State StateCode Year PCP TAVG PDSI PHDI ZNDX PMDI CDD HDD SP01 SP02 SP03 SP06 SP09 SP12 SP24 TMIN TMAX
"South Carolina" 38 1999 44.14 760.7 -26.0 -26.0 -4.65 -20.47 1844.0 2472.0 -1.78 -2.07 -2.03 -4.66 -6.72 -5.67 11.38 617.3 904.0
"South Carolina" 38 2000 41.24 747.0 -23.82 -23.82 -8.58 -17.3 1877.0 2918.0 -5.33 -4.66 -6.18 -6.66 -7.88 -8.17 -10.01 603.3 890.7
"South Carolina" 38 2001 34.72 759.5 -34.34 -34.34 -18.22 -33.0 1748.0 2426.0 -8.11 -11.16 -12.4 -13.76 -14.86 -17.06 -16.83 615.2 903.8
"South Carolina" 38 2002 46.54 764.5 -36.68 -51.49 -7.07 -47.28 2068.0 2591.0 -0.51 -2.4 -4.57 -12.66 -17.97 -21.64 -25.76 628.1 901.0
"South Carolina" 38 2003 55.19 748.3 15.53 23.86 10.82 26.92 1740.0 2742.0 4.48 6.82 9.51 15.6 16.52 14.03 -2.18 617.6 878.6
"South Carolina" 38 2004 45.85 758.2 -6.14 -2.96 -2.92 -5.97 1947.0 2642.0 -1.74 -1.48 -2.26 -3.89 -4.96 -1.62 9.21 625.9 890.4
"South Carolina" 38 2005 47.51 756.8 1.94 -1.58 0.95 0.83 1937.0 2681.0 -0.14 -0.44 -0.97 0.12 1.61 0.69 -0.85 622.6 891.0
"South Carolina" 38 2006 43.73 763.5 -8.35 -11.33 -4.83 -8.85 1855.0 2388.0 -2.12 -2.6 -3.87 -5.89 -7.01 -6.36 -4.2 621.0 905.8
"South Carolina" 38 2007 34.9 771.6 -27.24 -27.24 -19.29 -26.4 2071.0 2351.0 -7.46 -10.65 -12.88 -14.64 -13.51 -12.54 -13.0 625.6 917.2
"South Carolina" 38 2008 45.77 755.4 -23.05 -36.12 -3.71 -30.93 1861.0 2659.0 -0.56 -0.48 -1.2 -5.02 -9.99 -14.74 -18.13 615.1 896.0
"South Carolina" 38 2009 50.56 752.1 0.84 -9.61 3.47 -1.19 1873.0 2769.0 2.25 0.31 -1.05 -0.28 -0.28 -1.77 -10.94 621.2 883.2
"South Carolina" 38 2010 41.19 750.8 -16.29 -9.03 -13.43 -11.43 2298.0 3211.0 -3.37 -2.81 -1.34 1.5 2.57 5.15 2.08 610.1 891.8
"South Carolina" 38 2011 38.21 769.4 -48.66 -48.66 -18.57 -48.47 2153.0 2516.0 -4.78 -7.12 -9.27 -13.93 -14.85 -17.48 -7.51 625.4 913.3
"South Carolina" 38 2012 43.77 774.2 -20.33 -42.84 -6.07 -34.04 1982.0 2188.0 -1.41 -3.42 -4.04 -5.48 -10.04 -13.3 -20.45 638.1 910.2
"South Carolina" 38 2013 56.39 747.9 11.82 15.83 12.98 17.61 1688.0 2707.0 5.11 6.4 7.31 10.08 9.11 7.38 -3.48 619.1 876.8
"South Carolina" 38 2014 47.03 746.7 0.98 10.88 -0.33 6.15 1868.0 2939.0 0.94 1.0 0.68 -0.95 2.44 5.3 8.69 610.0 883.4
"South Carolina" 38 2015 60.66 774.0 3.64 3.64 8.16 4.3 2143.0 2365.0 5.0 5.56 5.81 4.51 3.62 3.09 5.66 643.8 903.5
"South Carolina" 38 2016 47.28 778.3 4.63 17.02 -3.95 9.45 2310.0 2392.0 -0.56 0.88 3.38 8.68 13.61 17.54 14.9 642.1 914.3
"South Dakota" 39 1960 18.19 524.2 1.68 -10.09 -1.19 -0.6 658.0 8400.0 0.37 -0.58 -1.22 -0.58 -1.63 -3.5 -12.99 374.4 674.3
"South Dakota" 39 1961 15.98 541.2 -13.26 -20.1 -9.82 -16.99 669.0 7989.0 -5.48 -6.45 -6.45 -8.95 -9.49 -9.38 -8.62 386.8 695.8
"South Dakota" 39 1962 24.58 531.7 33.16 28.16 18.68 29.34 523.0 8009.0 3.75 6.05 7.79 13.34 12.92 9.57 0.55 386.7 677.2
"South Dakota" 39 1963 19.85 557.8 18.83 24.51 0.49 15.21 803.0 7537.0 0.66 0.26 0.03 -0.55 2.65 6.95 11.23 405.0 710.6
"South Dakota" 39 1964 17.94 538.2 -14.18 -14.18 -5.66 -9.21 693.0 7896.0 -3.9 -5.61 -6.81 -2.55 0.7 0.66 4.52 381.5 695.2
"South Dakota" 39 1965 21.54 520.1 13.92 12.29 9.69 11.11 556.0 8295.0 0.96 1.52 2.41 0.53 1.84 1.65 1.12 374.8 665.7
"South Dakota" 39 1966 18.34 519.7 10.53 14.09 3.19 11.18 689.0 8411.0 0.35 0.17 -0.35 -2.43 -2.85 -0.06 0.79 368.6 670.8
"South Dakota" 39 1967 17.41 530.9 -2.0 5.66 0.77 0.41 503.0 7947.0 -3.41 -4.8 -4.88 -2.72 -0.39 -1.73 -1.48 379.8 681.8
"South Dakota" 39 1968 21.04 530.5 10.65 7.34 5.93 9.34 578.0 7966.0 1.72 0.99 0.33 0.01 -0.78 -1.56 -2.48 381.7 679.0
"South Dakota" 39 1969 17.53 523.6 1.96 19.15 2.19 9.62 661.0 8426.0 -0.34 0.13 0.39 -0.51 -0.36 1.89 -0.12 379.8 667.1
"South Dakota" 39 1970 18.64 523.9 1.97 3.22 2.91 0.6 789.0 8437.0 -0.11 0.18 -1.13 -3.11 -2.33 -4.29 -1.91 374.4 673.3
"South Dakota" 39 1971 20.95 524.8 21.19 21.19 11.55 19.49 649.0 8232.0 3.09 3.91 5.23 4.11 1.69 1.34 -2.25 379.0 670.3
"South Dakota" 39 1972 20.65 510.8 43.36 43.36 15.81 42.47 556.0 8611.0 0.92 0.72 1.58 8.18 8.37 8.12 5.95 369.3 652.2
"South Dakota" 39 1973 18.66 551.6 33.56 33.56 6.1 28.92 739.0 7609.0 0.63 1.72 2.4 -1.48 -1.54 0.34 5.26 407.4 695.9
"South Dakota" 39 1974 13.05 551.4 -20.18 -11.83 -14.86 -16.53 659.0 7580.0 -9.84 -12.22 -13.08 -10.03 -10.39 -10.69 -6.77 391.1 712.0
"South Dakota" 39 1975 18.34 528.0 -0.35 -9.55 1.11 -5.99 731.0 8243.0 0.58 0.5 -1.05 -4.44 -7.15 -10.37 -13.57 383.2 672.5
"South Dakota" 39 1976 12.77 553.8 -32.27 -32.27 -18.54 -31.1 841.0 7726.0 -7.53 -10.56 -11.92 -14.88 -16.64 -15.73 -16.58 391.0 716.6
"South Dakota" 39 1977 25.04 546.7 4.73 -8.11 11.96 -0.69 752.0 7757.0 9.52 10.96 10.49 6.15 1.13 -3.41 -11.83 403.0 690.5
"South Dakota" 39 1978 18.94 506.1 40.5 40.5 10.4 36.01 679.0 8853.0 -1.31 -0.37 0.63 7.88 10.67 12.18 6.41 362.8 649.4
"South Dakota" 39 1979 18.44 511.0 17.46 27.36 5.55 20.17 594.0 8687.0 -0.58 0.04 0.59 -2.74 -3.27 -2.22 6.32 363.6 658.3
"South Dakota" 39 1980 14.71 554.9 -33.0 -29.45 -16.23 -30.06 776.0 7605.0 -5.63 -8.59 -10.45 -14.95 -15.1 -13.74 -10.33 398.3 711.4
"South Dakota" 39 1981 17.41 570.4 -36.05 -46.24 -14.07 -44.39 666.0 6994.0 -2.82 -4.12 -6.04 -6.37 -8.83 -11.61 -16.19 416.4 723.8
"South Dakota" 39 1982 25.0 516.2 28.57 19.89 22.1 22.26 593.0 8472.0 5.19 8.75 10.57 10.7 11.04 8.82 -1.55 376.0 656.7
"South Dakota" 39 1983 19.39 539.8 58.07 58.07 16.44 57.71 856.0 8163.0 0.38 0.68 0.07 4.78 7.28 10.24 12.55 402.7 677.1
"South Dakota" 39 1984 21.34 540.6 54.96 54.96 16.28 54.33 655.0 7924.0 1.96 2.82 5.26 8.0 8.66 7.38 11.27 398.0 683.0
"South Dakota" 39 1985 18.5 515.1 5.95 18.48 1.36 14.42 547.0 8509.0 0.05 0.54 -1.22 -3.86 -4.65 -1.84 3.37 366.2 663.9
"South Dakota" 39 1986 25.22 549.4 49.28 49.28 23.14 48.66 617.0 7471.0 4.88 9.23 13.04 17.98 18.27 15.09 9.12 413.8 684.9
"South Dakota" 39 1987 17.38 582.8 3.89 39.13 1.26 21.92 770.0 6676.0 -0.78 -3.01 -2.3 -0.38 1.97 6.48 14.53 434.6 731.1
"South Dakota" 39 1988 15.34 560.5 -38.41 -34.26 -17.49 -37.73 1000.0 7648.0 -3.9 -5.46 -7.01 -11.5 -12.55 -13.27 -4.08 400.7 720.1
"South Dakota" 39 1989 16.27 531.2 -39.44 -39.44 -9.55 -36.72 728.0 8171.0 -1.85 -2.91 -3.84 -8.03 -11.05 -12.98 -16.88 380.2 682.5
"South Dakota" 39 1990 17.31 563.2 -29.54 -29.54 -9.14 -27.7 690.0 7232.0 -3.19 -4.76 -4.81 -2.87 -4.15 -6.69 -12.85 408.5 718.0
"South Dakota" 39 1991 21.24 561.2 -4.63 -2.44 1.85 -3.53 789.0 7381.0 0.23 2.14 2.29 3.03 4.6 3.01 -2.64 417.4 705.2
"South Dakota" 39 1992 19.83 547.2 8.36 8.28 3.37 6.86 341.0 7415.0 2.58 1.9 1.1 0.36 -1.83 1.08 2.41 405.4 688.6
"South Dakota" 39 1993 25.43 507.6 55.14 55.14 29.8 55.04 404.0 8549.0 7.29 9.27 10.56 14.32 15.63 14.07 10.16 373.9 641.2
"South Dakota" 39 1994 18.9 538.4 57.4 57.4 10.8 55.0 593.0 7819.0 0.6 1.09 2.19 -1.24 1.98 6.96 14.05 396.2 680.4
"South Dakota" 39 1995 25.47 536.4 69.5 69.5 27.32 69.42 680.0 8024.0 5.52 8.5 11.45 16.33 17.49 14.74 14.55 403.6 669.5
"South Dakota" 39 1996 22.91 499.6 68.4 68.4 23.74 66.69 552.0 8917.0 4.76 5.09 4.91 5.94 7.33 11.67 17.79 362.3 636.5
"South Dakota" 39 1997 21.12 537.6 86.27 86.27 21.94 85.55 635.0 7986.0 2.45 5.3 8.45 13.31 15.03 15.71 17.96 400.7 674.4
"South Dakota" 39 1998 24.87 568.9 59.9 59.9 20.64 57.72 745.0 7088.0 5.7 8.51 9.18 8.31 8.27 8.84 16.48 434.2 703.2
"South Dakota" 39 1999 21.61 573.7 73.54 73.54 18.34 70.3 649.0 6884.0 0.47 0.36 2.55 13.55 17.42 18.52 18.33 426.8 720.7
"South Dakota" 39 2000 19.12 551.5 32.5 32.5 2.99 18.61 718.0 7581.0 1.64 0.98 -1.2 -2.16 0.74 2.75 13.87 401.8 700.7
"South Dakota" 39 2001 20.18 557.9 16.4 30.23 8.14 24.59 778.0 7474.0 0.41 3.71 5.12 5.94 4.62 3.97 4.0 414.9 700.4
"South Dakota" 39 2002 14.3 554.9 -29.56 -25.82 -14.44 -26.36 856.0 7628.0 -6.94 -10.32 -10.7 -13.38 -14.78 -12.23 -5.29 405.6 703.7
"South Dakota" 39 2003 17.13 552.7 -27.68 -27.68 -7.71 -26.2 718.0 7549.0 -1.45 -2.73 -4.65 -4.79 -5.53 -9.23 -13.69 404.6 700.8
"South Dakota" 39 2004 20.79 555.7 -7.52 -12.04 0.32 -12.48 490.0 7206.0 0.37 1.44 3.39 0.88 -2.42 -3.23 -8.25 408.5 703.0
"South Dakota" 39 2005 20.7 568.1 -1.91 6.59 1.97 0.96 806.0 7179.0 2.21 0.51 -1.01 4.29 6.98 6.83 2.19 420.4 715.7
"South Dakota" 39 2006 15.93 577.8 -3.9 -17.17 -9.43 -11.18 835.0 6937.0 -3.59 -4.17 -4.07 -6.72 -6.78 -4.54 1.24 428.0 727.5
"South Dakota" 39 2007 22.94 561.6 6.58 5.74 6.2 7.4 853.0 7440.0 3.13 6.65 8.65 9.56 7.87 4.21 -0.2 417.4 705.7
"South Dakota" 39 2008 23.68 526.3 23.77 26.27 18.51 23.61 622.0 8285.0 4.4 5.58 5.27 9.15 9.8 11.08 10.31 379.9 672.4
"South Dakota" 39 2009 22.59 522.9 66.13 66.13 26.56 64.83 459.0 8124.0 5.44 7.4 9.3 10.03 11.32 13.8 16.38 384.9 660.6
"South Dakota" 39 2010 24.68 541.7 88.53 88.53 28.41 88.26 721.0 7755.0 7.16 9.55 10.97 16.97 18.89 18.37 21.56 407.2 676.3
"South Dakota" 39 2011 22.13 537.3 60.6 87.81 20.94 84.52 741.0 7912.0 3.89 6.0 7.54 11.98 16.12 18.39 24.7 398.3 676.0
"South Dakota" 39 2012 14.58 591.2 -33.94 -10.02 -19.39 -21.29 995.0 6588.0 -5.19 -7.65 -9.73 -11.75 -8.61 -5.84 8.43 430.4 752.1
"South Dakota" 39 2013 24.94 528.5 14.42 5.93 19.18 11.28 689.0 8305.0 5.7 7.87 9.79 4.98 -0.59 -3.14 -5.3 389.2 667.9
"South Dakota" 39 2014 20.19 524.3 60.64 60.64 18.53 59.69 513.0 8193.0 0.36 0.78 0.35 8.08 11.16 13.44 7.55 380.0 668.3
"South Dakota" 39 2015 22.78 570.7 41.67 41.67 11.01 36.7 686.0 7017.0 2.68 1.91 1.99 4.31 6.3 6.76 13.11 422.7 718.1
"South Dakota" 39 2016 20.74 580.1 32.11 32.11 5.06 28.06 769.0 6824.0 4.45 4.95 5.42 5.95 8.73 10.52 11.07 433.8 726.3
Tennessee 40 1960 44.44 670.0 -2.3 -4.84 -4.17 -2.49 1308.0 4579.0 -2.85 -4.03 -4.24 -5.69 -6.38 -6.1 -9.81 533.9 806.4
Tennessee 40 1961 55.01 680.5 7.04 8.57 6.25 6.92 1075.0 4049.0 1.63 0.41 -0.6 -0.63 -0.88 -3.36 -6.6 543.2 817.6
Tennessee 40 1962 54.51 686.4 3.02 9.54 1.9 9.28 1400.0 4192.0 1.17 3.05 4.67 7.23 10.47 12.72 5.91 546.3 827.1
Tennessee 40 1963 42.35 672.6 -5.83 -12.24 -8.16 -7.83 1230.0 4424.0 -6.23 -8.03 -9.01 -8.45 -9.26 -10.31 1.5 522.8 822.3
Tennessee 40 1964 57.53 689.4 1.49 0.34 6.39 0.6 1275.0 3972.0 3.78 3.5 3.45 0.37 -1.26 -3.93 -9.42 544.5 833.9
Tennessee 40 1965 46.05 693.0 -1.63 4.44 -5.48 -0.52 1321.0 3898.0 -2.82 -2.92 -1.96 0.15 2.03 4.2 -0.27 551.3 834.8
Tennessee 40 1966 48.79 674.3 -13.28 -15.2 -0.5 -11.87 1154.0 4308.0 -0.83 -2.85 -4.64 -9.91 -13.48 -14.69 -7.12 536.9 811.7
Tennessee 40 1967 53.46 680.2 14.89 13.12 7.91 14.81 940.0 3898.0 1.96 1.94 1.67 1.95 -0.65 -3.06 -11.72 540.6 819.6
Tennessee 40 1968 44.44 672.8 -11.88 3.0 -7.95 -3.79 1263.0 4448.0 -4.68 -4.97 -5.25 -6.51 -3.39 -1.53 -3.41 531.5 813.8
Tennessee 40 1969 50.05 673.6 -14.21 -14.21 -1.5 -11.79 1304.0 4478.0 -0.4 -2.06 -3.19 -5.46 -7.94 -9.04 -7.22 535.3 811.8
Tennessee 40 1970 49.84 684.7 0.69 2.99 1.15 0.63 1361.0 4180.0 -0.7 0.78 1.61 0.54 -0.53 -2.49 -7.96 547.4 822.0
Tennessee 40 1971 50.44 691.8 2.22 3.67 1.82 1.0 1294.0 3914.0 0.55 -0.14 -0.57 -0.24 -1.4 -0.58 -2.46 553.9 829.3
Tennessee 40 1972 62.26 686.4 14.72 14.72 14.47 11.79 1178.0 3965.0 6.07 7.36 7.36 5.73 5.03 3.89 1.94 553.5 819.1
Tennessee 40 1973 65.33 699.0 46.51 46.51 13.81 43.97 1379.0 3773.0 6.99 9.96 11.51 18.68 23.75 24.4 19.62 567.4 830.6
Tennessee 40 1974 61.69 692.3 44.07 44.07 13.49 42.34 1067.0 3666.0 5.48 7.66 9.86 14.48 17.4 22.1 32.85 558.4 825.9
Tennessee 40 1975 62.39 693.8 43.86 43.86 12.53 40.05 1258.0 3819.0 5.07 7.55 9.41 12.27 15.55 16.87 27.01 561.6 825.8
Tennessee 40 1976 47.49 666.2 15.3 19.45 0.51 8.87 964.0 4382.0 -2.54 -2.28 -1.43 -0.89 -0.58 2.17 12.59 520.9 811.5
Tennessee 40 1977 56.18 687.4 1.2 -1.2 5.1 1.09 1529.0 4294.0 2.6 3.09 1.72 -0.47 -2.81 -5.51 -2.58 549.0 825.6
Tennessee 40 1978 49.89 673.8 -3.41 -0.71 -2.86 -0.99 1400.0 4550.0 -1.98 -3.16 -3.59 -1.1 0.13 2.82 -2.1 535.8 812.0
Tennessee 40 1979 66.08 670.2 38.18 38.18 20.29 37.45 1118.0 4386.0 8.66 12.91 15.07 18.09 18.12 15.47 12.92 541.5 798.6
Tennessee 40 1980 44.78 687.1 3.96 9.41 -9.8 5.19 1577.0 4337.0 -4.53 -5.13 -4.88 -2.64 2.42 7.13 15.68 547.3 826.0
Tennessee 40 1981 46.51 680.2 -6.25 -18.64 -0.78 -14.15 1266.0 4260.0 -2.0 -4.42 -5.2 -8.49 -13.14 -15.54 -6.08 541.6 818.6
Tennessee 40 1982 57.74 691.5 4.9 6.16 6.53 6.09 1238.0 3865.0 3.7 3.1 2.3 1.06 0.9 0.88 -9.8 558.2 824.5
Tennessee 40 1983 54.98 680.3 -1.02 6.48 2.46 1.69 1366.0 4339.0 0.09 0.67 1.33 4.45 6.62 5.88 4.1 546.7 813.9
Tennessee 40 1984 56.06 690.0 11.67 15.34 6.47 9.96 1212.0 3900.0 1.88 4.58 6.32 8.42 7.72 8.2 9.3 553.5 826.5
Tennessee 40 1985 43.18 687.2 -6.18 -9.45 -6.51 -7.92 1287.0 4048.0 -3.55 -4.88 -5.42 -6.17 -7.09 -4.27 2.4 556.7 817.6
Tennessee 40 1986 45.15 706.1 -28.57 -28.57 -9.44 -25.16 1510.0 3711.0 -4.76 -7.41 -9.55 -13.76 -16.77 -18.72 -14.64 571.2 841.1
Tennessee 40 1987 43.03 700.3 -28.56 -28.56 -12.57 -25.73 1511.0 3875.0 -4.99 -7.58 -8.58 -8.75 -8.95 -8.89 -17.54 559.9 840.7
Tennessee 40 1988 46.37 680.9 -21.69 -33.36 -6.71 -27.53 1332.0 4301.0 -3.29 -3.86 -5.44 -9.31 -12.77 -14.32 -15.16 534.0 827.5
Tennessee 40 1989 65.53 679.0 41.83 41.83 19.45 40.85 1141.0 4152.0 7.77 11.26 14.45 20.0 20.3 17.11 2.41 550.4 807.6
Tennessee 40 1990 60.64 713.2 27.29 27.29 6.32 19.01 1317.0 3305.0 3.48 2.13 1.83 2.26 6.77 10.61 19.37 573.5 852.6
Tennessee 40 1991 60.4 709.2 26.64 26.64 6.07 20.9 1469.0 3566.0 4.39 6.15 7.51 12.74 16.08 16.7 18.26 581.3 837.1
Tennessee 40 1992 49.64 683.9 6.26 12.36 4.13 10.25 1022.0 3897.0 0.2 1.19 2.24 2.19 0.44 2.69 13.05 556.6 811.2
Tennessee 40 1993 48.25 686.0 -8.87 -0.45 -4.81 -4.47 1391.0 4167.0 -1.36 -3.04 -3.83 -5.44 -4.11 -4.28 -1.39 554.2 817.5
Tennessee 40 1994 61.9 691.5 26.51 31.98 14.11 31.14 1163.0 3807.0 6.06 8.31 10.19 14.92 16.44 14.79 7.19 557.8 825.0
Tennessee 40 1995 52.15 689.4 4.92 9.85 2.67 6.57 1363.0 4049.0 1.48 1.65 1.13 -1.09 -2.01 0.36 10.26 554.0 824.4
Tennessee 40 1996 60.07 678.6 24.32 24.32 13.66 20.42 1214.0 4230.0 5.58 6.5 6.57 7.4 6.79 5.98 3.89 547.6 809.7
Tennessee 40 1997 56.5 682.0 40.54 40.54 8.09 37.06 1127.0 4045.0 2.87 4.83 6.87 11.64 16.1 17.76 16.06 552.8 811.7
Tennessee 40 1998 57.57 721.8 13.1 20.75 4.22 14.95 1636.0 3344.0 3.15 3.23 3.6 6.73 7.39 7.79 17.41 594.0 849.8
Tennessee 40 1999 46.05 711.4 -12.8 -11.65 -9.27 -11.93 1447.0 3491.0 -4.06 -4.17 -4.45 -5.05 -2.68 1.56 5.84 566.2 856.4
Tennessee 40 2000 45.02 696.0 -29.92 -29.92 -8.77 -25.47 1430.0 3929.0 -3.63 -4.97 -6.93 -10.27 -12.14 -14.91 -8.94 558.4 833.8
Tennessee 40 2001 54.0 699.0 -1.55 -11.62 4.69 -6.46 1275.0 3691.0 2.36 1.83 1.64 -2.03 -5.72 -6.96 -14.39 562.2 835.4
Tennessee 40 2002 59.22 704.7 8.16 13.53 5.93 8.99 1554.0 3779.0 3.16 5.39 6.53 7.56 9.0 9.0 1.05 574.1 834.9
Tennessee 40 2003 61.76 690.1 37.87 37.87 14.94 33.94 1227.0 3903.0 5.31 9.48 10.81 16.35 17.64 16.93 18.16 562.6 817.2
Tennessee 40 2004 61.25 702.1 34.21 34.21 12.7 29.36 1290.0 3598.0 6.49 7.08 7.47 7.33 8.5 10.74 19.1 575.8 828.3
Tennessee 40 2005 44.69 705.0 -7.12 13.85 -7.94 4.46 1482.0 3716.0 -3.26 -3.03 -2.82 0.71 3.63 7.12 11.52 571.4 838.4
Tennessee 40 2006 48.87 706.8 -18.58 -18.58 -3.04 -13.34 1405.0 3561.0 -0.46 -1.32 -1.99 -6.2 -7.76 -9.19 -1.85 569.8 843.9
Tennessee 40 2007 37.72 719.3 -41.73 -41.73 -21.13 -40.94 1739.0 3494.0 -8.65 -12.13 -14.8 -18.54 -20.76 -20.28 -18.17 576.6 862.3
Tennessee 40 2008 49.76 691.5 -31.82 -31.82 -3.9 -26.0 1339.0 3969.0 -1.21 -2.97 -3.93 -4.51 -5.74 -9.85 -18.93 554.3 828.7
Tennessee 40 2009 60.28 691.0 8.09 9.98 13.28 13.77 1247.0 3903.0 5.25 8.4 10.34 9.41 5.63 3.29 -4.5 565.3 816.8
Tennessee 40 2010 49.65 695.0 -7.41 10.57 -5.66 2.95 1781.0 4288.0 -0.57 0.23 -0.39 2.27 5.68 8.74 7.88 560.1 830.1
Tennessee 40 2011 62.59 707.3 14.35 12.82 10.33 9.4 1519.0 3668.0 5.03 6.03 6.35 7.32 7.91 5.51 9.22 575.3 839.3
Tennessee 40 2012 46.89 724.2 -12.29 -16.3 -9.13 -12.5 1555.0 3187.0 -2.54 -3.01 -2.18 -1.78 -2.09 3.11 5.42 585.5 862.8
Tennessee 40 2013 63.27 685.5 31.25 31.25 16.18 28.72 1218.0 4038.0 6.78 8.68 9.8 13.9 14.43 11.5 9.78 561.6 808.9
Tennessee 40 2014 53.52 679.4 26.76 26.76 6.76 21.91 1273.0 4279.0 1.91 3.6 4.27 2.81 3.6 5.63 11.58 549.0 809.7
Tennessee 40 2015 59.17 708.2 23.66 23.66 8.7 18.79 1462.0 3568.0 5.2 5.29 4.78 5.58 5.52 5.26 6.89 580.1 836.4
Tennessee 40 2016 47.58 722.9 -12.28 3.46 -8.83 -4.32 1758.0 3445.0 -2.09 -2.43 -2.0 0.37 3.13 6.36 7.32 586.4 859.3
Texas 41 1960 31.36 763.9 24.46 24.46 10.66 20.67 2590.0 2403.0 3.52 4.3 4.13 4.64 4.88 6.35 6.28 619.3 908.5
Texas 41 1961 28.65 761.5 32.65 34.98 8.21 31.98 2345.0 2188.0 1.69 3.76 4.45 7.91 10.25 11.21 12.59 613.5 909.4
Texas 41 1962 24.06 781.9 -18.12 -10.97 -9.9 -13.71 2812.0 2124.0 -3.15 -3.91 -4.18 -5.74 -4.99 -4.68 4.79 629.1 934.1
Texas 41 1963 19.71 782.4 -43.08 -43.08 -19.15 -42.63 3032.0 2291.0 -6.25 -8.45 -10.12 -11.06 -11.1 -11.13 -11.52 626.3 938.5
Texas 41 1964 23.27 776.1 -36.43 -36.43 -8.16 -33.55 2718.0 2143.0 -2.48 -3.72 -4.46 -8.02 -10.07 -11.83 -16.61 624.2 928.0
Texas 41 1965 26.69 781.1 -18.06 -19.73 -3.1 -13.66 2681.0 1932.0 0.38 -0.59 -0.65 -1.4 -2.08 -3.63 -11.09 636.2 925.7
Texas 41 1966 26.8 761.8 4.52 2.5 1.44 2.25 2397.0 2275.0 -1.15 0.75 2.16 3.04 2.4 1.44 -1.44 615.0 908.5
Texas 41 1967 25.33 778.5 -25.52 -38.8 -12.18 -32.66 2560.0 1923.0 -1.59 -3.51 -4.75 -7.33 -8.92 -8.54 -5.2 626.5 930.4
Texas 41 1968 32.95 757.3 41.41 41.41 19.48 40.72 2320.0 2342.0 6.28 8.13 8.37 10.99 12.38 11.57 2.56 616.3 898.4
Texas 41 1969 29.69 774.4 34.4 34.4 8.41 31.87 2610.0 2107.0 2.92 2.59 3.21 2.63 4.05 5.5 12.32 629.1 919.4
Texas 41 1970 23.82 764.8 10.92 20.47 -0.91 15.92 2407.0 2194.0 -3.26 -2.5 -1.5 -0.74 0.14 1.74 4.92 615.3 914.4
Texas 41 1971 28.02 779.2 -16.16 -31.01 -7.76 -20.83 2536.0 1743.0 -1.06 -2.97 -4.11 -5.99 -9.75 -11.24 -6.97 629.6 928.9
Texas 41 1972 26.85 773.2 0.68 0.64 -2.24 -0.27 2595.0 2078.0 -0.54 0.44 0.72 3.46 5.42 5.43 -3.97 623.3 923.3
Texas 41 1973 35.3 764.7 30.4 39.08 19.14 37.14 2396.0 2105.0 6.76 9.09 11.41 13.43 14.19 13.4 13.85 618.9 910.3
Texas 41 1974 31.88 774.4 6.2 16.2 7.36 12.56 2441.0 1918.0 2.83 3.37 3.41 4.19 5.31 7.92 15.65 625.6 923.1
Texas 41 1975 27.27 765.4 31.8 47.89 10.2 45.12 2331.0 1976.0 1.13 1.16 1.82 7.54 11.07 11.56 13.93 613.8 917.1
Texas 41 1976 30.65 753.9 3.88 0.85 2.75 0.05 2118.0 2256.0 1.94 2.26 3.08 2.03 0.82 0.15 8.62 602.8 904.6
Texas 41 1977 22.64 783.4 -0.53 8.84 -4.81 5.4 2818.0 2104.0 -3.11 -3.4 -4.13 -2.29 1.73 4.54 3.21 631.7 934.5
Texas 41 1978 25.69 765.4 -16.77 -29.99 -6.9 -26.09 2743.0 2525.0 -0.93 -2.08 -3.16 -6.69 -10.31 -11.27 -4.83 621.8 908.7
Texas 41 1979 30.99 754.5 18.62 31.54 15.64 30.01 2308.0 2446.0 5.03 5.12 6.31 9.22 9.93 8.27 -1.61 607.9 901.1
Texas 41 1980 24.36 779.8 -15.1 -3.69 -6.71 -7.02 2796.0 2130.0 -2.73 -2.53 -3.13 -6.13 -5.24 -2.99 3.94 627.9 931.4
Texas 41 1981 32.18 779.7 6.37 6.45 6.38 7.19 2585.0 1917.0 2.94 5.05 7.16 8.29 6.14 3.52 0.54 636.9 922.3
Texas 41 1982 26.68 775.8 -1.96 3.22 0.83 -1.06 2630.0 2002.0 -0.06 -2.22 -3.64 -1.19 1.74 4.34 5.78 630.7 921.0
Texas 41 1983 25.75 760.6 9.09 15.43 3.52 11.01 2373.0 2396.0 -0.79 0.59 1.22 -0.44 -1.05 -0.25 2.63 614.7 906.2
Texas 41 1984 26.18 777.5 -10.68 -15.61 -4.04 -11.61 2626.0 1925.0 -1.73 -3.15 -4.18 -7.1 -8.2 -7.95 -6.36 629.7 925.0
Texas 41 1985 29.89 772.6 26.42 28.66 8.61 26.64 2722.0 2218.0 2.69 4.65 5.7 7.79 8.28 6.8 -0.61 630.1 914.8
Texas 41 1986 33.53 786.2 6.15 8.29 6.62 5.63 2704.0 1822.0 3.67 3.65 4.41 6.14 4.81 4.7 8.59 645.7 926.6
Texas 41 1987 30.36 765.7 34.1 49.57 15.83 47.57 2439.0 2063.0 2.95 4.66 5.97 11.73 15.64 17.44 16.13 619.0 912.4
Texas 41 1988 20.96 771.9 -13.2 3.94 -9.79 -4.4 2557.0 2043.0 -4.92 -6.08 -6.16 -7.69 -7.18 -5.18 9.16 616.0 927.9
Texas 41 1989 25.24 771.3 -17.38 -17.38 -5.67 -12.74 2484.0 2161.0 -1.16 -1.05 -1.05 -1.46 -2.07 -3.88 -6.57 619.6 923.0
